,O2Conc
0,582.6605735448255
1,125.30644271788522
2,103.69198810009948
3,83.89889935212558
4,279.10219179474774
5,277.64482835683015
6,104.01570958934133
7,317.74475107757024
8,487.9434015189143
9,822.0762216918539
10,564.8966766059234
11,325.32229279134407
12,587.8428955397484
13,496.12096034993
14,338.6082747522421
15,279.29884195364525
16,573.8743815792246
17,151.72057191311896
18,279.29884195364525
19,272.5527654708354
20,427.43950395274175
21,424.21517327709813
22,286.3324855220058
23,814.2641754950499
24,349.56413012961616
25,124.76557182601698
26,792.9240724381791
27,56.618388890811836
28,415.51124501869054
29,233.47218055185286
30,867.6966590565456
31,178.52840725305944
32,107.32918363889033
33,223.26696975202134
34,513.6861257324787
35,75.331529626358
36,210.35298437577066
37,184.72109911025132
38,750.5924712513165
39,93.15691583477458
40,116.7386978985415
41,58.626971638031776
42,143.00602913117262
43,752.0503073283264
44,137.28174692919282
45,105.98690835303849
46,129.22705190716547
47,267.54825169542374
48,541.0391327339269
49,332.79423235598085
50,854.7883944336156
51,239.15481914657795
52,286.3324855220058
53,555.7211280045033
54,53.79622807883806
55,465.5188739706584
56,146.10584443778743
57,578.0325401237858
58,278.4402243220048
59,164.06598922395568
60,26.311059623573296
61,630.5800134281885
62,541.0391327339269
63,101.80199454585006
64,35.54415415731887
65,137.18931701419183
66,899.2964017366397
67,869.7885879340527
68,875.966438675733
69,20.485723101158115
70,405.9875229878776
71,12.922882581850105
72,164.06598922395568
73,202.23187393155757
74,371.6054449269885
75,441.1682637462061
76,343.5666221721022
77,112.21384097935581
78,232.0861654445646
79,719.9876824440273
80,257.65336140658474
81,614.4053454329837
82,334.2284028511868
83,335.7539326944438
84,68.18501057117295
85,511.33128879870986
86,279.4850783311577
87,311.6051711734027
88,883.9820785104885
89,361.1843563662098
90,109.80413756274453
91,523.6199248071508
92,340.16276203483176
93,955.3402455542484
94,989.3705168958174
95,259.85554232410897
96,968.5857208161766
97,751.2559393910366
98,258.42702661215264
99,259.16004657738137
100,71.05073667846746
101,128.86469460448006
102,538.7869055860738
103,103.86613115590164
104,294.35564076722943
105,14.82136942809788
106,382.5675395310218
107,245.5343403937566
108,774.2668699779554
109,358.8521137667223
110,435.583229410015
111,151.32013150875525
112,905.1694512869416
113,759.1127175941083
114,555.7211280045033
115,180.84286535237518
116,251.54509286298116
117,351.26518838307146
118,294.35564076722943
119,125.81023059052667
120,293.0965374121713
121,530.5798862393207
122,105.09050559164596
123,259.85554232410897
124,172.27215534494715
125,14.706563254667083
126,706.7913717168176
127,259.85554232410897
128,314.342470397374
129,157.4981750943831
130,631.1662553381805
131,41.2459697518622
132,266.0769738022111
133,760.6612086858319
134,176.66920312232958
135,83.62446819816094
136,321.1257275605132
137,292.92412892550533
138,61.82821867246666
139,113.58409123460743
140,190.96626126788826
141,416.7641810841801
142,682.9320667966415
143,25.36947127177372
144,93.59452013221613
145,42.12264079704831
146,255.42546836089068
147,286.3324855220058
148,77.9416126285875
149,916.3366411014879
150,31.383083109271077
151,108.93246831335337
152,155.82633402453143
153,444.72452739787644
154,88.27971095743264
155,22.655187841857703
156,194.62501295246648
157,750.5924712513165
158,157.4981750943831
159,662.6243121362943
160,226.36882952418588
161,379.41846537108154
162,513.6861257324787
163,137.18931701419183
164,140.00234405868719
165,236.71216253559447
166,134.8060185308231
167,488.9737004538521
168,118.65470609584999
169,795.6957396751249
