,O2Conc
0,211.02346694268275
1,351.26518838307146
2,301.7877254615614
3,267.9923037373332
4,457.5409484260615
5,387.11339499873776
6,435.583229410015
7,457.5409484260615
8,920.6289523862214
9,605.7469574047683
10,308.6917358894407
11,443.5913767653959
12,217.68687639790005
13,168.56192092309368
14,743.2034010771121
15,199.59717728856648
16,278.4402243220048
17,286.3324855220058
18,16.321280813698895
19,257.65336140658474
20,332.79423235598085
21,165.6168794960898
22,266.5923566404767
23,551.9940409287822
24,181.51794794475123
25,447.1875368250136
26,487.9434015189143
27,564.8966766059234
28,148.0941163944195
29,310.0593525430588
30,544.4399845518675
31,451.4673037591092
32,192.88081326112828
33,74.67739487977154
34,729.1091105736388
35,173.58083079829723
36,372.2348962898496
37,196.91963811517405
38,564.8966766059234
39,61.38640539403472
40,379.41846537108154
41,982.2686584182941
42,11.40033565451474
43,525.1853603538109
44,85.86407569042724
45,90.8389768599872
46,25.421177334870535
47,163.22244109030282
48,128.0615947635107
49,668.2374131387916
50,105.98690835303849
51,311.6051711734027
52,699.0172651931065
53,269.3937886481606
54,406.65025734563926
55,647.2248312294045
56,599.682418688624
57,414.4563023731121
58,982.2686584182941
59,639.2805467666241
60,279.10219179474774
61,140.00234405868719
62,308.6917358894407
63,159.56501661022844
64,473.36253182999803
65,168.89410509784622
66,202.23187393155757
67,785.168686840716
68,301.3392979844692
69,13.858173284389846
70,247.15316113583395
71,4.763756542832668
72,153.43102972385273
73,453.3382149475499
74,332.79423235598085
75,26.46139989451357
76,137.36829598668587
77,648.4322793802656
78,92.68727456830598
79,410.73130951561257
80,217.68687639790005
81,569.1105012449702
82,708.881645252672
83,813.2727333651804
84,86.42018280190676
85,471.1349893927898
86,443.5913767653959
87,624.8430769799327
88,441.1682637462061
89,140.00234405868719
90,422.4867515854924
91,180.98422372077474
92,357.52124949254113
93,105.98690835303849
94,383.9434365062795
95,279.29884195364525
96,27.465303528242945
97,12.126452986552282
98,224.93072064350412
99,451.4673037591092
100,504.5506428923715
101,199.59717728856648
102,69.52922040083963
103,465.5188739706584
104,271.777198750066
105,286.3324855220058
106,883.9820785104885
107,301.3392979844692
108,179.3499319022091
109,148.9705603265323
110,148.36658945964714
111,184.72109911025132
112,75.01918777718056
113,447.1875368250136
114,385.9371386909901
115,349.0770971576209
116,223.26696975202134
117,48.9305023733504
118,394.1138919992579
119,134.2660157186414
120,760.6612086858319
121,305.8755764127549
122,648.4322793802656
123,488.31832589930946
124,591.2613158830927
125,846.963982179358
126,331.44345295533935
127,136.9842422608487
128,32.95043908633704
129,468.0432896105756
130,94.85961595264592
131,37.97281526383618
132,205.41286386598009
133,656.1026144118354
134,154.36263318654812
135,862.3935672532848
136,52.56772082829402
137,414.4563023731121
138,232.0861654445646
139,822.0762216918539
140,310.8078784189177
141,604.2852467677861
142,447.84848081518317
143,335.7539326944438
144,596.8949957431414
145,86.7266410429457
146,714.3943628267072
147,391.3092940131522
148,67.61537788815586
149,373.7006169641789
150,137.18931701419183
151,131.8050867569524
152,527.4119940377277
153,102.94188032963528
154,175.7557557707111
155,371.09725967223153
