,O2Conc
0,130.5584735021763
1,286.3324855220058
2,196.48820261246365
3,639.2805467666241
4,307.4731858861272
5,372.2348962898496
6,197.17651623263015
7,49.15759638187645
8,39.884886373422574
9,337.37983872297116
10,631.1662553381805
11,112.71339780189568
12,48.9305023733504
13,813.2727333651804
14,45.76327153456533
15,471.1349893927898
16,504.98994561756984
17,164.06598922395568
18,248.11808001674964
19,68.92598890475557
20,380.9668123657169
21,374.51309705515285
22,862.3935672532848
23,122.00578440773086
24,85.71040106054797
25,199.1795992355254
26,47.22980627158833
27,103.86613115590164
28,337.37983872297116
29,167.50777175041586
30,695.064228195786
31,389.5512679298194
32,161.49993711055498
33,599.682418688624
34,48.9305023733504
35,177.60067695328993
36,177.60067695328993
37,148.0941163944195
38,219.30434279922142
39,591.2613158830927
40,162.3280140867519
41,802.5150075093284
42,286.3324855220058
43,375.5268857538769
44,295.17901523436234
45,169.70009102333907
46,239.15481914657795
47,926.2343398004487
48,648.4322793802656
49,316.8189776122582
50,591.2613158830927
51,111.33932279583176
52,444.72452739787644
53,982.2686584182941
54,16.15124179048381
55,118.2655195241708
56,955.3402455542484
57,165.6168794960898
58,143.1190948330193
59,435.583229410015
60,415.51124501869054
61,140.00234405868719
62,188.97162134258085
63,42.85955556503766
64,78.7073242521002
65,125.81023059052667
66,217.68687639790005
67,593.6854278455835
68,190.40475291288033
69,68.18501057117295
70,188.97162134258085
71,382.9306384253022
72,578.0325401237858
73,48.65139642915683
74,300.9161586622338
75,252.1580359464075
76,602.1258427341303
77,462.495682398026
78,246.1382513137739
79,479.6161276880442
80,578.0325401237858
81,862.3935672532848
82,221.1474543820302
83,23.70171018210366
84,345.43525037080155
85,236.71216253559447
86,337.37983872297116
87,488.31832589930946
88,286.3324855220058
89,333.93452906890974
90,334.2284028511868
91,25.715511086528707
92,429.67416189151214
93,807.860173586153
94,416.7641810841801
95,241.49202251367336
96,624.8430769799327
97,496.12096034993
98,538.7869055860738
99,363.67159421143447
100,989.3705168958174
101,561.1428401543292
102,862.3935672532848
103,48.9305023733504
104,160.73109127982931
105,227.4547857292233
106,199.1795992355254
107,6.812539072884087
108,462.495682398026
109,299.11416645953733
110,122.63492531760131
111,591.2613158830927
112,260.5163233107316
113,23.70171018210366
114,15.479626141999521
115,505.47755315149595
116,686.3439408964128
117,330.1689968587729
118,180.08250099140443
119,104.78111263070817
120,449.4252778434858
121,67.61537788815586
122,532.4171946304679
123,792.9240724381791
124,246.1382513137739
125,279.4850783311577
126,512.8241398744655
127,369.5475067142286
128,90.488984033038
129,691.066200739263
130,293.4699045812933
131,247.2939793549072
132,58.78920068517005
133,170.1367938227557
134,12.53028752156358
135,743.2034010771121
136,145.68681598573028
137,16.186967747870483
138,92.37588016835329
139,573.8743815792246
140,108.16668992328542
141,760.6612086858319
142,402.1595317318324
143,241.49202251367336
144,489.52751072619066
145,26.951841610568327
146,20.305182605518908
147,79.12461073676636
148,639.2805467666241
149,184.72109911025132
150,940.2100754930212
151,106.89368592400517
152,244.59366329053088
153,14.93016811970017
154,149.1354323194547
155,34.4131267699874
156,150.26774972066326
157,416.7641810841801
158,115.16879225342156
159,62.310796789481444
160,581.6935966610498
161,632.1298792494762
162,239.15481914657795
163,227.11774789352586
164,687.602926264582
165,829.6818048364513
166,340.16276203483176
167,225.73010571315695
168,800.4855060632458
169,102.34702143214746
170,160.73109127982931
171,27.885962908672404
172,173.19621651591723
173,133.34334346266945
174,243.94207005260398
175,137.84803420260656
176,23.59226504264594
177,56.92597414360279
178,18.031485863124647
179,163.89241180921564
180,132.96608955680287
181,304.5024652462181
182,654.0407833451231
183,118.4072507696267
184,220.59512661268673
185,263.87859326103984
186,7.109442138792185
187,217.68687639790005
188,504.5506428923715
189,91.15424196089566
190,200.62382304667582
191,108.56954605241617
192,86.28222984161629
193,46.8343882238811
194,231.03161447972766
195,50.38889232094555
196,71.19765374317323
197,93.15691583477458
198,102.94188032963528
199,205.22203810451234
200,209.78506087497294
201,346.0198675151861
202,208.5052443332158
203,24.44432428518485
204,225.73010571315695
205,240.61116771886643
206,148.6580518405939
207,349.0770971576209
208,466.83538223966434
209,402.1595317318324
210,241.49202251367336
211,269.2068350508216
212,626.3886460759965
213,64.78712964188725
214,63.783687567675756
215,429.67416189151214
216,189.8490160199945
217,759.5974292122319
218,213.3838350869181
219,143.84170779925188
220,98.48160605137966
221,302.94608758880776
222,16.01583046550853
223,158.13682502016638
224,156.1196897930404
225,120.89851566192809
226,82.26892807660286
227,199.1795992355254
228,39.04351383766129
229,72.40352516041337
230,7.834671814096105
231,161.42049547213665
232,2.1942745431460473
233,130.41263622446834
234,220.03335885556993
235,14.292455902556647
236,12.445580967728977
237,291.1009736029273
238,92.87018392991396
239,108.69465399233631
240,141.94754470713474
241,83.39662891300854
242,76.90343466555598
243,501.75831970011694
244,1.8610603772425074
245,80.0077105574524
246,34.03776312701171
247,576.9518555943744
248,144.4620994818035
249,262.3145584149652
250,156.3469451994984
251,212.80772379016304
252,103.09919145213814
253,326.00589036705867
254,77.1750114071621
255,40.111923265922606
256,153.8150643120556
257,125.10817677066659
258,97.63171276026371
259,47.22980627158833
260,108.28624493415138
261,244.70031962419685
262,147.3194422595394
263,7.363575773820076
264,90.3475876270127
265,33.29348075097261
266,402.1595317318324
267,19.87559875731583
268,49.04959779341725
269,73.42679331247713
270,48.088020669101354
271,304.5024652462181
272,133.51719641788583
273,63.02803678641164
274,72.91304175097238
275,110.90845248204226
276,51.36776170072946
277,63.90083365620982
278,222.52600862000727
279,114.28735470897303
280,195.85317511060038
281,72.40352516041337
282,49.04959779341725
283,100.58976362318343
284,43.592036362343705
285,306.6430129318944
286,54.421507523518706
287,60.20450063323903
288,201.62644925041786
289,251.93073034499142
290,99.79225933449007
291,132.76096581589306
292,122.63492531760131
293,108.56954605241617
294,115.89192496687647
295,96.77975172758482
296,37.67542665711508
297,40.111923265922606
298,88.59454657761397
299,254.2192561523644
300,6.926889425417615
301,346.0198675151861
302,51.36776170072946
303,113.86210531872564
304,116.92572830958842
305,81.24467750663327
306,56.66022877677736
307,116.3831895788602
308,54.23682644010324
309,339.84451235785207
310,115.41460846931764
311,58.27468056703941
312,261.1449253637551
313,30.97922104078754
314,4.406830224595724
315,252.41416323185754
316,159.06459700617745
317,102.76644238550108
318,14.256042671842561
319,415.9857051982074
320,163.22244109030282
321,237.65558308284182
322,108.69465399233631
323,159.56501661022844
324,140.00234405868719
325,172.27215534494715
326,301.6353012857083
327,78.90569705517723
328,78.05486077718936
329,40.41509838556064
330,170.67809493757602
331,166.2946911075835
332,85.71040106054797
333,24.209339047777025
334,103.75312876800365
335,1.8776213600572165
336,163.22244109030282
337,13.858173284389846
338,109.47103097125972
339,47.68011681579539
340,251.34901365227807
341,11.939756718941586
342,64.35493733833611
343,4.522326402263432
344,354.9074967755982
345,40.41509838556064
346,28.25974779393374
347,49.19139391280492
348,28.25974779393374
349,974.9153449183842
350,76.60126948444325
351,39.402180738594005
352,83.53893779920165
353,244.22962841650326
354,96.70696282277073
355,91.85988408505129
356,42.828617272382814
357,181.67505143941437
358,159.06459700617745
359,201.62644925041786
360,17.25464520612898
361,85.61504777487907
362,1.2070683158523432
363,347.43001382744893
364,24.4855570868572
365,306.6430129318944
366,152.00365490915857
367,43.18564760708856
368,110.29440806818909
369,52.11444451125948
370,62.389019846636366
371,508.55340602092014
372,409.0287838982342
373,123.46102152028148
374,255.66977450465754
375,129.69646639762774
376,50.583161384964036
377,61.11202943479829
378,1.2070683158523432
379,64.29940608728033
380,53.71608823335755
381,194.3263660619661
382,342.1546955914578
383,125.74915417162389
384,52.13871297351469
385,473.6133558042368
386,119.66121517663706
387,57.27183893718449
388,112.37190605364104
389,84.48111924831717
390,68.26279136375359
391,271.20976191218057
392,73.42679331247713
393,126.53567844824104
394,286.3324855220058
395,326.74393498964537
396,119.81152571962501
397,194.62501295246648
398,53.71608823335755
399,551.4177119896862
400,701.4654028573217
401,182.36074851799887
402,273.57261462121863
403,105.23517082860805
404,15.957964804762392
405,342.9697298935987
406,144.34514276795358
407,155.95335262288964
408,31.056898319334667
409,188.8147259167498
410,263.97565095231937
411,52.92139849906776
412,81.12862409072028
413,30.212868993747684
414,163.22244109030282
415,226.27144208550737
416,23.46239225919501
417,66.06644080075374
418,468.0432896105756
419,19.566550918100685
420,137.72977651730793
421,168.56192092309368
422,13.387116099861595
423,87.8621372133571
424,764.8810891321825
425,709.5260735521513
426,97.19358376836897
427,29.110066637303976
428,126.53567844824104
429,32.70270884310446
430,8.038918105286081
431,65.24907749067151
432,371.25541568822695
433,66.18414858674684
434,315.3916071639333
435,86.56795733966648
436,413.5558583135593
437,440.527148395865
438,155.33786427659493
439,74.67739487977154
440,481.0752832865343
441,544.4399845518675
442,428.3511645040955
443,225.73010571315695
444,267.9923037373332
445,153.0091312550009
446,13.387116099861595
447,43.54541397425151
448,11.569672859271604
449,8.335423682240064
450,44.501462824814695
451,180.08250099140443
452,80.18342800633349
453,23.795195863207105
454,75.88187841657852
455,214.3132938324127
456,184.913607135619
457,316.28925118344887
458,503.79082795541495
459,121.32934851465316
460,170.1367938227557
461,155.33786427659493
462,877.7692372181973
463,453.3382149475499
464,234.78913374141803
465,527.4119940377277
466,274.4519066681656
467,94.85961595264592
468,28.11844289739465
469,324.7431825029729
470,76.90343466555598
471,29.869260422653063
472,430.16935527219357
473,19.443491678106728
474,165.8592746449884
475,171.33287499124873
476,191.1612393721929
477,438.5107907077404
478,699.0172651931065
479,511.33128879870986
480,862.3935672532848
481,37.67542665711508
482,286.3324855220058
483,188.03711923768375
484,426.58917358373657
485,429.0792602775145
486,356.46815588981286
487,50.674840701731085
488,173.9247546100389
489,96.77975172758482
490,170.57023855767156
491,83.33679960422862
492,87.33429478798814
493,230.9238999337291
494,239.15481914657795
495,186.51546738692105
496,565.9038512693556
497,91.22009903797219
498,293.4699045812933
499,131.52534063031518
500,182.45355712432988
501,137.44950813697568
502,230.7916776202031
503,165.35544033267286
504,156.58070088615614
505,101.46331952853596
506,77.8221095622777
507,15.769967726948469
508,173.19621651591723
509,117.21880122528889
510,122.63492531760131
511,480.37944717766374
512,212.80772379016304
513,125.21898006342855
514,82.26892807660286
515,430.3870798829529
516,9.437848522601529
517,464.07842922237734
518,695.064228195786
519,37.67542665711508
520,103.14807766260701
521,123.76986622537213
522,309.87932054739974
523,203.45148088429517
524,275.8909714313425
525,32.64408836395662
526,70.77621949766664
527,454.581383947547
528,123.76986622537213
529,286.3324855220058
530,438.5107907077404
531,272.9103590643396
532,797.9861274087499
533,948.4060125696957
534,131.8050867569524
535,838.9107116013467
536,293.8868987009105
537,73.7088253502287
538,573.8743815792246
539,632.8889251254695
540,82.26892807660286
541,302.5977803554725
542,86.28222984161629
543,302.2637778712837
544,194.39101116994127
545,122.63492531760131
546,304.0866583989084
547,207.88805227302265
548,941.2508855265107
549,229.084016957358
550,271.777198750066
551,234.50217997507224
552,751.2559393910366
553,319.7758806484189
554,73.26192883523177
555,310.8078784189177
556,1.1533027285132993
557,156.03054730952113
558,188.45985562912716
559,96.05756810143298
560,56.1427521649094
561,405.7244690157061
562,194.4617088041015
563,105.98690835303849
564,249.66612943195125
565,444.72452739787644
566,123.76986622537213
567,933.8641385200141
568,123.76986622537213
569,363.67159421143447
570,199.59717728856648
571,80.61249506272522
572,726.4810308569487
573,591.2613158830927
574,131.8050867569524
575,60.296901989449765
576,567.3644911030033
577,179.44605675765774
578,233.47218055185286
579,556.6036923612663
580,187.52499006585214
581,2.1942745431460473
582,311.0024479890028
583,82.26892807660286
584,127.1336768358898
585,111.4085428973422
586,318.72851071838426
587,272.5527654708354
588,73.32860691306485
589,455.70870051971855
590,989.3705168958174
591,148.9705603265323
592,273.8798253825423
593,134.45806962107457
594,14.616210567556813
595,170.3038869098867
596,76.12555741496374
597,24.266170122833007
598,127.52162836409843
599,829.6818048364513
600,430.3870798829529
601,111.78335568212125
602,706.7913717168176
603,714.3943628267072
604,196.30529742351462
605,60.78949366734021
606,686.3439408964128
607,513.6861257324787
608,272.5527654708354
609,691.066200739263
610,221.51054530666
611,648.4322793802656
612,57.95500040907609
613,88.7646649624856
614,674.6084670974701
615,672.1945664505753
616,518.7455905279636
617,883.9820785104885
618,379.41846537108154
619,23.113237470963053
620,4.406830224595724
621,142.71122107330976
622,475.6444294238018
623,385.9371386909901
624,532.4171946304679
625,16.966704381206153
626,32.870651182176545
627,53.67796958681428
628,424.21517327709813
629,656.1026144118354
630,332.79423235598085
631,268.4158461802828
632,711.8786952546221
633,172.27215534494715
634,806.2371435199467
635,308.06539346488347
636,573.8743815792246
637,16.83662721002667
638,24.983903246372826
639,246.1382513137739
640,256.8355739541185
641,402.1595317318324
642,151.72057191311896
643,308.06539346488347
644,146.10584443778743
645,368.6445605339925
646,15.066675590782546
647,83.77679164535597
648,212.80772379016304
649,99.06128938883737
650,158.82386663433968
651,474.33371700475885
652,926.2343398004487
653,54.872736476293234
654,377.6260404929218
655,13.270423825052704
656,41.812282769121595
657,559.4155053963888
658,89.86828286060165
659,505.47755315149595
660,120.04329131283447
661,621.6775204695031
662,599.682418688624
663,430.3870798829529
664,829.6818048364513
665,414.4563023731121
666,165.6168794960898
667,260.5163233107316
668,582.6605735448255
669,49.04959779341725
670,148.36658945964714
671,113.58409123460743
672,325.32229279134407
673,128.47711812646796
674,108.56954605241617
675,96.5325622380936
676,453.69374041414125
677,788.7183795418777
678,75.2098791223261
679,512.0427980193931
680,996.2336017150851
681,465.5188739706584
682,536.7497509063729
683,177.96229816358849
684,239.15481914657795
685,113.99892957259361
686,264.35563362646445
687,33.10796755049238
688,15.479626141999521
689,140.00234405868719
690,311.6051711734027
691,343.5666221721022
692,65.4510789981763
693,614.4053454329837
694,338.6082747522421
695,37.97281526383618
696,620.2895318591179
697,272.5527654708354
698,578.5837916331853
699,496.12096034993
700,251.23030153266546
701,389.5512679298194
702,46.35541433343027
703,329.2001338289825
704,222.7501187152474
705,569.6738156874909
706,68.7120133526378
